x(dtmb),y(dtmb),z(dtmb),psi(dtmb),theta(dtmb),phi(dtmb)
4.831864e+03,2.105025e+03,-4.776390e+00,4.384019e-01,2.668250e-02,3.028886e+00
4.841046e+03,2.109249e+03,-4.627942e+00,4.373603e-01,2.403287e-02,3.022700e+00
4.850229e+03,2.113471e+03,-4.444646e+00,4.361093e-01,2.149744e-02,3.017774e+00
4.859412e+03,2.117691e+03,-4.234734e+00,4.346371e-01,1.912664e-02,3.015187e+00
4.868597e+03,2.121907e+03,-4.002413e+00,4.329495e-01,1.689907e-02,3.015104e+00
4.877784e+03,2.126119e+03,-3.747777e+00,4.310506e-01,1.466973e-02,3.017463e+00
4.886974e+03,2.130326e+03,-3.473665e+00,4.289542e-01,1.242561e-02,3.022010e+00
4.896167e+03,2.134527e+03,-3.182324e+00,4.266850e-01,1.019994e-02,3.028311e+00
4.905363e+03,2.138721e+03,-2.875776e+00,4.242734e-01,8.081124e-03,3.035977e+00
4.914563e+03,2.142908e+03,-2.554604e+00,4.217581e-01,6.265127e-03,3.044572e+00
4.923767e+03,2.147085e+03,-2.222585e+00,4.191730e-01,4.851867e-03,3.053721e+00
4.932975e+03,2.151253e+03,-1.888740e+00,4.165546e-01,4.001819e-03,3.063073e+00
4.942188e+03,2.155409e+03,-1.549690e+00,4.139529e-01,3.795962e-03,3.072196e+00
4.951405e+03,2.159554e+03,-1.220905e+00,4.114032e-01,4.301126e-03,3.081089e+00
4.960627e+03,2.163687e+03,-9.075435e-01,4.089534e-01,5.583638e-03,3.089612e+00
4.969853e+03,2.167807e+03,-6.078770e-01,4.066518e-01,7.615746e-03,3.097637e+00
4.979082e+03,2.171916e+03,-3.320903e-01,4.045413e-01,1.030052e-02,3.104971e+00
4.988315e+03,2.176012e+03,-9.395332e-02,4.026656e-01,1.350051e-02,3.111382e+00
4.997552e+03,2.180098e+03,9.877627e-02,4.010703e-01,1.705266e-02,3.116710e+00
5.006792e+03,2.184174e+03,2.408888e-01,3.997968e-01,2.082770e-02,3.121025e+00
5.016036e+03,2.188241e+03,3.278928e-01,3.988783e-01,2.472656e-02,3.124414e+00
5.025285e+03,2.192300e+03,3.589989e-01,3.983335e-01,2.867256e-02,3.127035e+00
5.034537e+03,2.196355e+03,3.347803e-01,3.981637e-01,3.258142e-02,3.129053e+00
5.043793e+03,2.200405e+03,2.606484e-01,3.983536e-01,3.630774e-02,3.130597e+00
5.053054e+03,2.204453e+03,1.418977e-01,3.988743e-01,3.973279e-02,3.131803e+00
5.062317e+03,2.208500e+03,-1.890450e-02,3.996843e-01,4.277712e-02,3.132936e+00
5.071584e+03,2.212547e+03,-2.161088e-01,4.007380e-01,4.532681e-02,3.134150e+00
5.080852e+03,2.216595e+03,-4.443893e-01,4.019960e-01,4.730344e-02,3.135106e+00
5.090121e+03,2.220645e+03,-6.998081e-01,4.034200e-01,4.868968e-02,3.135666e+00
5.099391e+03,2.224698e+03,-9.752453e-01,4.049701e-01,4.944833e-02,3.136270e+00
5.108662e+03,2.228753e+03,-1.263421e+00,4.066168e-01,4.959057e-02,3.137097e+00
5.117934e+03,2.232811e+03,-1.558824e+00,4.083373e-01,4.919125e-02,3.138145e+00
5.127205e+03,2.236872e+03,-1.857279e+00,4.101092e-01,4.835110e-02,3.139416e+00
5.136477e+03,2.240937e+03,-2.153197e+00,4.119115e-01,4.718593e-02,3.140866e+00
5.145747e+03,2.245004e+03,-2.428486e+00,4.137259e-01,4.577726e-02,-3.140680e+00
5.155015e+03,2.249075e+03,-2.674095e+00,4.155401e-01,4.416592e-02,-3.138924e+00
5.164282e+03,2.253149e+03,-2.887847e+00,4.173444e-01,4.239907e-02,-3.137151e+00
5.173546e+03,2.257226e+03,-3.069910e+00,4.191254e-01,4.052689e-02,-3.135488e+00
5.182808e+03,2.261309e+03,-3.236237e+00,4.208622e-01,3.870716e-02,-3.133821e+00
5.192066e+03,2.265395e+03,-3.376769e+00,4.225288e-01,3.707507e-02,-3.131951e+00
5.201321e+03,2.269487e+03,-3.496850e+00,4.241045e-01,3.541633e-02,-3.129848e+00
5.210573e+03,2.273583e+03,-3.590356e+00,4.255668e-01,3.380220e-02,-3.127366e+00
5.219821e+03,2.277685e+03,-3.663980e+00,4.268995e-01,3.240283e-02,-3.124527e+00
5.229066e+03,2.281792e+03,-3.720676e+00,4.280909e-01,3.101095e-02,-3.121426e+00
5.238307e+03,2.285904e+03,-3.751349e+00,4.291250e-01,2.950479e-02,-3.117933e+00
5.247545e+03,2.290022e+03,-3.760133e+00,4.299889e-01,2.781766e-02,-3.114054e+00
5.256781e+03,2.294145e+03,-3.752347e+00,4.306675e-01,2.634369e-02,-3.109865e+00
5.266013e+03,2.298272e+03,-3.726780e+00,4.311536e-01,2.518108e-02,-3.105438e+00
5.275243e+03,2.302403e+03,-3.684962e+00,4.314513e-01,2.433698e-02,-3.100950e+00
5.284472e+03,2.306538e+03,-3.622822e+00,4.315723e-01,2.348613e-02,-3.096510e+00
5.293697e+03,2.310676e+03,-3.542245e+00,4.315224e-01,2.298572e-02,-3.092293e+00
5.302920e+03,2.314817e+03,-3.440597e+00,4.313143e-01,2.279942e-02,-3.088411e+00
5.312140e+03,2.318961e+03,-3.329784e+00,4.309698e-01,2.306257e-02,-3.085276e+00
5.321358e+03,2.323106e+03,-3.229506e+00,4.305142e-01,2.395969e-02,-3.083382e+00
5.330575e+03,2.327253e+03,-3.146530e+00,4.299730e-01,2.535565e-02,-3.082906e+00
5.339790e+03,2.331402e+03,-3.085811e+00,4.293743e-01,2.714133e-02,-3.083907e+00
5.349003e+03,2.335551e+03,-3.051295e+00,4.287477e-01,2.921747e-02,-3.086349e+00
5.358216e+03,2.339702e+03,-3.046250e+00,4.281178e-01,3.146640e-02,-3.090027e+00
5.367429e+03,2.343853e+03,-3.072458e+00,4.275020e-01,3.374342e-02,-3.094642e+00
5.376642e+03,2.348006e+03,-3.120714e+00,4.269068e-01,3.585261e-02,-3.099782e+00
5.385856e+03,2.352161e+03,-3.170946e+00,4.263287e-01,3.756990e-02,-3.104950e+00
5.395069e+03,2.356316e+03,-3.217477e+00,4.257626e-01,3.877176e-02,-3.109939e+00
5.404282e+03,2.360473e+03,-3.253246e+00,4.251962e-01,3.940055e-02,-3.114548e+00
5.413496e+03,2.364631e+03,-3.281460e+00,4.246235e-01,3.946399e-02,-3.118783e+00
5.422710e+03,2.368789e+03,-3.312409e+00,4.240448e-01,3.885972e-02,-3.122647e+00
5.431925e+03,2.372949e+03,-3.328479e+00,4.234537e-01,3.778531e-02,-3.126027e+00
5.441140e+03,2.377108e+03,-3.323777e+00,4.228492e-01,3.644313e-02,-3.128907e+00
5.450354e+03,2.381267e+03,-3.294076e+00,4.222341e-01,3.478621e-02,-3.131352e+00
5.459568e+03,2.385425e+03,-3.242476e+00,4.216096e-01,3.303887e-02,-3.133440e+00
5.468782e+03,2.389582e+03,-3.169940e+00,4.209773e-01,3.108045e-02,-3.135222e+00
5.477997e+03,2.393738e+03,-3.086960e+00,4.203407e-01,2.893832e-02,-3.136757e+00
5.487214e+03,2.397893e+03,-3.001374e+00,4.197096e-01,2.692141e-02,-3.138204e+00
5.496433e+03,2.402045e+03,-2.909210e+00,4.190994e-01,2.497711e-02,-3.139688e+00
5.505654e+03,2.406194e+03,-2.795709e+00,4.185253e-01,2.321701e-02,-3.141342e+00
5.514875e+03,2.410341e+03,-2.665367e+00,4.179983e-01,2.196420e-02,3.139959e+00
5.524097e+03,2.414484e+03,-2.519973e+00,4.175268e-01,2.096705e-02,3.137772e+00
5.533320e+03,2.418624e+03,-2.368817e+00,4.171170e-01,2.036524e-02,3.135303e+00
5.542544e+03,2.422761e+03,-2.229253e+00,4.167720e-01,2.020506e-02,3.132700e+00
5.551769e+03,2.426897e+03,-2.103749e+00,4.164978e-01,2.039173e-02,3.129950e+00
5.560995e+03,2.431030e+03,-1.994042e+00,4.162989e-01,2.084660e-02,3.127057e+00
5.570221e+03,2.435161e+03,-1.901574e+00,4.161756e-01,2.150969e-02,3.124050e+00
5.579448e+03,2.439290e+03,-1.827388e+00,4.161232e-01,2.232885e-02,3.120960e+00
5.588675e+03,2.443418e+03,-1.771897e+00,4.161321e-01,2.325716e-02,3.117823e+00
5.597902e+03,2.447544e+03,-1.728072e+00,4.161952e-01,2.432496e-02,3.114648e+00
5.607130e+03,2.451669e+03,-1.698166e+00,4.163050e-01,2.553249e-02,3.111473e+00
5.616360e+03,2.455792e+03,-1.691493e+00,4.164534e-01,2.686689e-02,3.108314e+00
5.625591e+03,2.459914e+03,-1.708267e+00,4.166376e-01,2.840232e-02,3.104998e+00
5.634823e+03,2.464034e+03,-1.748426e+00,4.168557e-01,3.019977e-02,3.101401e+00
5.644056e+03,2.468152e+03,-1.812794e+00,4.171083e-01,3.226217e-02,3.097376e+00
5.653289e+03,2.472269e+03,-1.903012e+00,4.173992e-01,3.453220e-02,3.092757e+00
5.662522e+03,2.476384e+03,-2.019803e+00,4.177293e-01,3.695147e-02,3.087820e+00
5.671756e+03,2.480499e+03,-2.164328e+00,4.181030e-01,3.945212e-02,3.082756e+00
5.680989e+03,2.484612e+03,-2.338064e+00,4.185264e-01,4.195025e-02,3.077628e+00
5.690222e+03,2.488725e+03,-2.541804e+00,4.190018e-01,4.434039e-02,3.072544e+00
5.699454e+03,2.492838e+03,-2.766641e+00,4.195257e-01,4.647607e-02,3.067849e+00
5.708687e+03,2.496951e+03,-3.009950e+00,4.200813e-01,4.820351e-02,3.063941e+00
5.717921e+03,2.501065e+03,-3.258180e+00,4.206513e-01,4.938799e-02,3.061155e+00
5.727155e+03,2.505178e+03,-3.495095e+00,4.212081e-01,4.991553e-02,3.059670e+00
5.736389e+03,2.509292e+03,-3.714601e+00,4.217169e-01,4.980450e-02,3.059497e+00
5.745623e+03,2.513407e+03,-3.918257e+00,4.221362e-01,4.909310e-02,3.061048e+00
5.754857e+03,2.517522e+03,-4.100683e+00,4.224439e-01,4.784609e-02,3.064256e+00
5.764091e+03,2.521639e+03,-4.261788e+00,4.226157e-01,4.605378e-02,3.069316e+00
5.773326e+03,2.525757e+03,-4.399841e+00,4.226366e-01,4.370448e-02,3.076306e+00
5.782561e+03,2.529875e+03,-4.508851e+00,4.225069e-01,4.090593e-02,3.085024e+00
5.791796e+03,2.533993e+03,-4.588173e+00,4.222339e-01,3.793556e-02,3.095234e+00
5.801030e+03,2.538111e+03,-4.636385e+00,4.218274e-01,3.494779e-02,3.106662e+00
5.810264e+03,2.542227e+03,-4.652823e+00,4.213001e-01,3.212110e-02,3.118826e+00
5.819499e+03,2.546341e+03,-4.640899e+00,4.206637e-01,2.942560e-02,3.131471e+00
5.828733e+03,2.550454e+03,-4.596379e+00,4.199419e-01,2.693971e-02,-3.138996e+00
5.837967e+03,2.554564e+03,-4.525078e+00,4.191600e-01,2.485171e-02,-3.126526e+00
5.847202e+03,2.558671e+03,-4.425106e+00,4.183402e-01,2.317857e-02,-3.114468e+00
5.856436e+03,2.562776e+03,-4.295618e+00,4.175023e-01,2.183160e-02,-3.102940e+00
5.865671e+03,2.566879e+03,-4.143562e+00,4.166692e-01,2.091126e-02,-3.092286e+00
5.874905e+03,2.570979e+03,-3.981386e+00,4.158679e-01,2.059307e-02,-3.083068e+00
5.884139e+03,2.575077e+03,-3.813482e+00,4.151225e-01,2.081395e-02,-3.075559e+00
5.893374e+03,2.579173e+03,-3.640047e+00,4.144588e-01,2.136416e-02,-3.069934e+00
5.902608e+03,2.583268e+03,-3.473310e+00,4.139089e-01,2.230272e-02,-3.066972e+00
5.911842e+03,2.587361e+03,-3.318008e+00,4.134883e-01,2.355807e-02,-3.066693e+00
5.921076e+03,2.591454e+03,-3.178837e+00,4.131998e-01,2.502007e-02,-3.068685e+00
5.930309e+03,2.595545e+03,-3.050857e+00,4.130309e-01,2.656525e-02,-3.072135e+00
5.939542e+03,2.599637e+03,-2.929002e+00,4.129734e-01,2.813168e-02,-3.076423e+00
5.948775e+03,2.603729e+03,-2.816084e+00,4.130295e-01,2.973179e-02,-3.081592e+00
5.958008e+03,2.607821e+03,-2.712142e+00,4.131928e-01,3.139919e-02,-3.087484e+00
5.967242e+03,2.611914e+03,-2.632689e+00,4.134632e-01,3.317606e-02,-3.094269e+00
5.976475e+03,2.616006e+03,-2.579271e+00,4.138299e-01,3.506424e-02,-3.101839e+00
5.985710e+03,2.620099e+03,-2.552940e+00,4.142851e-01,3.704059e-02,-3.110139e+00
5.994945e+03,2.624193e+03,-2.554255e+00,4.148231e-01,3.909033e-02,-3.119180e+00
6.004179e+03,2.628287e+03,-2.584169e+00,4.154383e-01,4.119528e-02,-3.128905e+00
6.013414e+03,2.632382e+03,-2.644218e+00,4.161240e-01,4.331667e-02,-3.139149e+00
6.022648e+03,2.636478e+03,-2.735669e+00,4.168734e-01,4.537677e-02,3.133468e+00
6.031881e+03,2.640575e+03,-2.858514e+00,4.176769e-01,4.724701e-02,3.122841e+00
6.041115e+03,2.644675e+03,-3.010428e+00,4.185214e-01,4.877323e-02,3.112500e+00
6.050348e+03,2.648776e+03,-3.178282e+00,4.193936e-01,4.981415e-02,3.102638e+00
6.059581e+03,2.652879e+03,-3.340361e+00,4.202737e-01,5.029359e-02,3.093520e+00
6.068814e+03,2.656984e+03,-3.491569e+00,4.211308e-01,5.017540e-02,3.085294e+00
6.078047e+03,2.661091e+03,-3.630641e+00,4.219273e-01,4.943627e-02,3.078301e+00
6.087280e+03,2.665201e+03,-3.756624e+00,4.226239e-01,4.808268e-02,3.073136e+00
6.096512e+03,2.669314e+03,-3.861530e+00,4.232012e-01,4.619764e-02,3.069660e+00
6.105745e+03,2.673428e+03,-3.940437e+00,4.236397e-01,4.388014e-02,3.067869e+00
6.114978e+03,2.677546e+03,-3.997315e+00,4.239054e-01,4.107544e-02,3.068302e+00
6.124211e+03,2.681665e+03,-4.029967e+00,4.239916e-01,3.801656e-02,3.070829e+00
6.133443e+03,2.685785e+03,-4.035913e+00,4.238965e-01,3.485269e-02,3.075352e+00
6.142676e+03,2.689906e+03,-4.009261e+00,4.236177e-01,3.151662e-02,3.081641e+00
6.151908e+03,2.694026e+03,-3.952889e+00,4.231638e-01,2.820876e-02,3.089313e+00
6.161140e+03,2.698145e+03,-3.862794e+00,4.225527e-01,2.498827e-02,3.097821e+00
6.170372e+03,2.702262e+03,-3.737785e+00,4.218112e-01,2.212044e-02,3.106629e+00
6.179603e+03,2.706375e+03,-3.586967e+00,4.209568e-01,1.984268e-02,3.115586e+00
6.188835e+03,2.710486e+03,-3.416364e+00,4.200046e-01,1.822209e-02,3.124575e+00
6.198067e+03,2.714593e+03,-3.231537e+00,4.189709e-01,1.727039e-02,3.133475e+00
6.207299e+03,2.718696e+03,-3.044694e+00,4.178770e-01,1.699945e-02,-3.141072e+00
6.216533e+03,2.722795e+03,-2.867263e+00,4.167479e-01,1.738957e-02,-3.132776e+00
6.225768e+03,2.726891e+03,-2.701922e+00,4.156134e-01,1.851885e-02,-3.125066e+00
6.235004e+03,2.730983e+03,-2.547062e+00,4.145040e-01,2.022517e-02,-3.118225e+00
6.244240e+03,2.735072e+03,-2.409537e+00,4.134461e-01,2.232945e-02,-3.112112e+00
6.253478e+03,2.739157e+03,-2.302164e+00,4.124658e-01,2.470779e-02,-3.106805e+00
6.262718e+03,2.743239e+03,-2.226208e+00,4.115821e-01,2.718446e-02,-3.102289e+00
6.271959e+03,2.747319e+03,-2.181400e+00,4.108121e-01,2.962433e-02,-3.098611e+00
6.281201e+03,2.751395e+03,-2.161290e+00,4.101656e-01,3.196748e-02,-3.095765e+00
6.290444e+03,2.755469e+03,-2.154986e+00,4.096450e-01,3.422100e-02,-3.093681e+00
6.299688e+03,2.759542e+03,-2.162572e+00,4.092534e-01,3.638494e-02,-3.092378e+00
6.308932e+03,2.763612e+03,-2.182991e+00,4.089938e-01,3.842503e-02,-3.091916e+00
6.318178e+03,2.767681e+03,-2.214051e+00,4.088714e-01,4.028221e-02,-3.092385e+00
6.327425e+03,2.771749e+03,-2.252726e+00,4.088901e-01,4.191569e-02,-3.093849e+00
6.336673e+03,2.775816e+03,-2.295554e+00,4.090486e-01,4.332533e-02,-3.096319e+00
6.345920e+03,2.779882e+03,-2.348131e+00,4.093449e-01,4.458268e-02,-3.099741e+00
6.355168e+03,2.783947e+03,-2.426960e+00,4.097766e-01,4.577427e-02,-3.103993e+00
6.364417e+03,2.788012e+03,-2.532082e+00,4.103381e-01,4.682455e-02,-3.108962e+00
6.373666e+03,2.792078e+03,-2.653110e+00,4.110219e-01,4.759905e-02,-3.114496e+00
6.382914e+03,2.796144e+03,-2.770903e+00,4.118174e-01,4.797024e-02,-3.120299e+00
6.392162e+03,2.800211e+03,-2.902427e+00,4.127176e-01,4.796715e-02,-3.126242e+00
6.401412e+03,2.804281e+03,-3.052709e+00,4.137019e-01,4.760193e-02,-3.131962e+00
6.410661e+03,2.808353e+03,-3.197704e+00,4.147467e-01,4.678689e-02,-3.137368e+00
6.419911e+03,2.812427e+03,-3.331822e+00,4.158270e-01,4.546018e-02,3.141060e+00
6.429162e+03,2.816505e+03,-3.456931e+00,4.169187e-01,4.358792e-02,3.137347e+00
6.438414e+03,2.820586e+03,-3.560438e+00,4.179997e-01,4.118293e-02,3.134726e+00
6.447665e+03,2.824671e+03,-3.636559e+00,4.190398e-01,3.842328e-02,3.133517e+00
6.456915e+03,2.828760e+03,-3.685842e+00,4.200158e-01,3.551016e-02,3.133678e+00
6.466164e+03,2.832851e+03,-3.710266e+00,4.209045e-01,3.252858e-02,3.135437e+00
6.475412e+03,2.836946e+03,-3.705844e+00,4.216927e-01,2.950788e-02,3.138647e+00
6.484658e+03,2.841044e+03,-3.669588e+00,4.223719e-01,2.645464e-02,-3.140114e+00
6.493902e+03,2.845144e+03,-3.606274e+00,4.229388e-01,2.361068e-02,-3.134774e+00
6.503144e+03,2.849246e+03,-3.514775e+00,4.233900e-01,2.097036e-02,-3.128681e+00
6.512384e+03,2.853350e+03,-3.397635e+00,4.237220e-01,1.874735e-02,-3.122125e+00
6.521621e+03,2.857455e+03,-3.264264e+00,4.239296e-01,1.722261e-02,-3.115445e+00
6.530856e+03,2.861561e+03,-3.116888e+00,4.240074e-01,1.628822e-02,-3.108743e+00
6.540089e+03,2.865668e+03,-2.966257e+00,4.239584e-01,1.607461e-02,-3.102258e+00
6.549321e+03,2.869775e+03,-2.823357e+00,4.237947e-01,1.665726e-02,-3.096239e+00
6.558552e+03,2.873883e+03,-2.688168e+00,4.235316e-01,1.789954e-02,-3.090885e+00
6.567782e+03,2.877992e+03,-2.572433e+00,4.231886e-01,1.982367e-02,-3.086408e+00
6.577011e+03,2.882101e+03,-2.482340e+00,4.227853e-01,2.229509e-02,-3.082808e+00
6.586240e+03,2.886210e+03,-2.422411e+00,4.223436e-01,2.516428e-02,-3.080142e+00
6.595468e+03,2.890320e+03,-2.395328e+00,4.218843e-01,2.822855e-02,-3.078332e+00
6.604697e+03,2.894431e+03,-2.401816e+00,4.214264e-01,3.130700e-02,-3.077288e+00
6.613926e+03,2.898542e+03,-2.441388e+00,4.209866e-01,3.426683e-02,-3.076996e+00
6.623155e+03,2.902653e+03,-2.512771e+00,4.205757e-01,3.702117e-02,-3.077416e+00
6.632383e+03,2.906765e+03,-2.606962e+00,4.201952e-01,3.951253e-02,-3.078450e+00
6.641612e+03,2.910877e+03,-2.707971e+00,4.198436e-01,4.169232e-02,-3.080000e+00
6.650840e+03,2.914991e+03,-2.813018e+00,4.195321e-01,4.349952e-02,-3.082142e+00
6.660068e+03,2.919105e+03,-2.917775e+00,4.192702e-01,4.490179e-02,-3.084983e+00
6.669296e+03,2.923220e+03,-3.016833e+00,4.190612e-01,4.591334e-02,-3.088575e+00
6.678523e+03,2.927336e+03,-3.104878e+00,4.189027e-01,4.657847e-02,-3.092841e+00
6.687750e+03,2.931452e+03,-3.188227e+00,4.187957e-01,4.699770e-02,-3.097742e+00
6.696975e+03,2.935569e+03,-3.264739e+00,4.187411e-01,4.716262e-02,-3.103250e+00
6.706201e+03,2.939686e+03,-3.350572e+00,4.187476e-01,4.701882e-02,-3.109463e+00
6.715427e+03,2.943804e+03,-3.442244e+00,4.188143e-01,4.650982e-02,-3.116324e+00
6.724654e+03,2.947923e+03,-3.534279e+00,4.189393e-01,4.555528e-02,-3.123782e+00
6.733880e+03,2.952042e+03,-3.609646e+00,4.191120e-01,4.421405e-02,-3.131478e+00
6.743105e+03,2.956162e+03,-3.667880e+00,4.193228e-01,4.264049e-02,-3.139190e+00
6.752331e+03,2.960283e+03,-3.710777e+00,4.195645e-01,4.071148e-02,3.136356e+00
6.761557e+03,2.964405e+03,-3.726854e+00,4.198311e-01,3.849163e-02,3.128854e+00
6.770783e+03,2.968528e+03,-3.712574e+00,4.201148e-01,3.598168e-02,3.121580e+00
6.780010e+03,2.972651e+03,-3.668581e+00,4.204008e-01,3.334640e-02,3.114769e+00
6.789237e+03,2.976776e+03,-3.600743e+00,4.206665e-01,3.054649e-02,3.108693e+00
6.798465e+03,2.980902e+03,-3.506541e+00,4.208911e-01,2.754785e-02,3.103634e+00
6.807692e+03,2.985029e+03,-3.377561e+00,4.210720e-01,2.455831e-02,3.099262e+00
6.816920e+03,2.989156e+03,-3.215708e+00,4.211969e-01,2.160601e-02,3.095744e+00
6.826147e+03,2.993283e+03,-3.026647e+00,4.212461e-01,1.859125e-02,3.093642e+00
6.835374e+03,2.997410e+03,-2.815277e+00,4.212208e-01,1.579856e-02,3.092728e+00
6.844600e+03,3.001536e+03,-2.578244e+00,4.211243e-01,1.331225e-02,3.092619e+00
6.853825e+03,3.005661e+03,-2.328928e+00,4.209477e-01,1.131340e-02,3.093272e+00
6.863048e+03,3.009783e+03,-2.074648e+00,4.206943e-01,1.004390e-02,3.094241e+00
6.872271e+03,3.013903e+03,-1.816461e+00,4.203690e-01,9.513355e-03,3.095198e+00
6.881494e+03,3.018021e+03,-1.568421e+00,4.199768e-01,9.710581e-03,3.096021e+00
6.890717e+03,3.022136e+03,-1.344127e+00,4.195301e-01,1.059740e-02,3.096600e+00
6.899941e+03,3.026249e+03,-1.147346e+00,4.190524e-01,1.218142e-02,3.096735e+00
6.909166e+03,3.030359e+03,-9.814377e-01,4.185674e-01,1.441672e-02,3.096321e+00
6.918392e+03,3.034466e+03,-8.500052e-01,4.180978e-01,1.717797e-02,3.095275e+00
6.927620e+03,3.038571e+03,-7.564402e-01,4.176618e-01,2.027402e-02,3.093596e+00
6.936849e+03,3.042675e+03,-7.037327e-01,4.172699e-01,2.348801e-02,3.091519e+00
6.946080e+03,3.046777e+03,-6.926302e-01,4.169305e-01,2.667125e-02,3.089220e+00
6.955312e+03,3.050878e+03,-7.217041e-01,4.166466e-01,2.971204e-02,3.086925e+00
6.964545e+03,3.054979e+03,-7.878157e-01,4.164146e-01,3.251297e-02,3.084961e+00
6.973780e+03,3.059079e+03,-8.866135e-01,4.162255e-01,3.499377e-02,3.083685e+00
6.983016e+03,3.063180e+03,-1.013687e+00,4.160702e-01,3.712450e-02,3.083361e+00
6.992255e+03,3.067281e+03,-1.168002e+00,4.159427e-01,3.892332e-02,3.083840e+00
7.001497e+03,3.071382e+03,-1.347979e+00,4.158363e-01,4.042324e-02,3.084900e+00
7.010740e+03,3.075483e+03,-1.549083e+00,4.157409e-01,4.164264e-02,3.086557e+00
7.019985e+03,3.079585e+03,-1.764890e+00,4.156459e-01,4.257674e-02,3.089005e+00
7.029232e+03,3.083685e+03,-1.987681e+00,4.155511e-01,4.320992e-02,3.092023e+00
7.038479e+03,3.087785e+03,-2.200295e+00,4.154555e-01,4.346861e-02,3.095744e+00
7.047726e+03,3.091882e+03,-2.398019e+00,4.153578e-01,4.335962e-02,3.100119e+00
7.056973e+03,3.095979e+03,-2.586451e+00,4.152562e-01,4.296482e-02,3.105043e+00
7.066220e+03,3.100074e+03,-2.771261e+00,4.151490e-01,4.234676e-02,3.110521e+00
7.075468e+03,3.104169e+03,-2.959457e+00,4.150345e-01,4.149571e-02,3.116594e+00
7.084717e+03,3.108263e+03,-3.137274e+00,4.149194e-01,4.027583e-02,3.123037e+00
7.093967e+03,3.112356e+03,-3.306675e+00,4.148089e-01,3.859332e-02,3.129718e+00
7.103219e+03,3.116449e+03,-3.454712e+00,4.147120e-01,3.645651e-02,3.136508e+00
7.112472e+03,3.120542e+03,-3.576995e+00,4.146326e-01,3.414627e-02,-3.139790e+00
7.121726e+03,3.124633e+03,-3.672125e+00,4.145710e-01,3.159943e-02,-3.132846e+00
7.130981e+03,3.128724e+03,-3.733043e+00,4.145296e-01,2.865752e-02,-3.126018e+00
7.140237e+03,3.132814e+03,-3.754273e+00,4.145135e-01,2.540096e-02,-3.119400e+00
7.149493e+03,3.136904e+03,-3.736811e+00,4.145332e-01,2.221544e-02,-3.113399e+00
7.158747e+03,3.140993e+03,-3.683336e+00,4.145933e-01,1.940602e-02,-3.108137e+00
7.168001e+03,3.145081e+03,-3.588895e+00,4.146890e-01,1.692196e-02,-3.103215e+00
7.177252e+03,3.149169e+03,-3.454177e+00,4.148173e-01,1.470561e-02,-3.098438e+00
7.186502e+03,3.153257e+03,-3.284039e+00,4.149729e-01,1.286616e-02,-3.093803e+00
7.195749e+03,3.157345e+03,-3.085507e+00,4.151458e-01,1.155353e-02,-3.089236e+00
7.204994e+03,3.161432e+03,-2.865155e+00,4.153220e-01,1.087709e-02,-3.084655e+00
7.214237e+03,3.165518e+03,-2.634895e+00,4.155014e-01,1.088309e-02,-3.080324e+00
7.223479e+03,3.169605e+03,-2.407382e+00,4.156941e-01,1.159899e-02,-3.076683e+00
7.232718e+03,3.173691e+03,-2.188165e+00,4.159053e-01,1.302132e-02,-3.073908e+00
7.241957e+03,3.177778e+03,-1.983833e+00,4.161427e-01,1.511163e-02,-3.072072e+00
7.251194e+03,3.181865e+03,-1.811958e+00,4.164240e-01,1.779428e-02,-3.071460e+00
7.260432e+03,3.185953e+03,-1.677639e+00,4.167616e-01,2.090282e-02,-3.072226e+00
7.269670e+03,3.190042e+03,-1.583480e+00,4.171644e-01,2.429430e-02,-3.074375e+00
7.278908e+03,3.194132e+03,-1.530638e+00,4.176349e-01,2.783865e-02,-3.077639e+00
7.288146e+03,3.198225e+03,-1.520217e+00,4.181754e-01,3.136863e-02,-3.081790e+00
7.297383e+03,3.202320e+03,-1.551907e+00,4.187828e-01,3.470438e-02,-3.086563e+00
7.306620e+03,3.206418e+03,-1.611655e+00,4.194425e-01,3.765488e-02,-3.091566e+00
7.315855e+03,3.210519e+03,-1.692164e+00,4.201417e-01,4.011262e-02,-3.096513e+00
7.325092e+03,3.214623e+03,-1.798877e+00,4.208725e-01,4.204100e-02,-3.101432e+00
7.334329e+03,3.218732e+03,-1.930661e+00,4.216167e-01,4.346834e-02,-3.106270e+00
7.343567e+03,3.222844e+03,-2.082788e+00,4.223519e-01,4.444534e-02,-3.110905e+00
7.352805e+03,3.226961e+03,-2.250922e+00,4.230589e-01,4.501411e-02,-3.115255e+00
7.362043e+03,3.231080e+03,-2.417750e+00,4.237255e-01,4.514394e-02,-3.119392e+00
7.371280e+03,3.235204e+03,-2.570833e+00,4.243467e-01,4.481613e-02,-3.123413e+00
7.380515e+03,3.239330e+03,-2.704338e+00,4.249166e-01,4.408009e-02,-3.127352e+00
7.389748e+03,3.243460e+03,-2.814425e+00,4.254235e-01,4.305210e-02,-3.131053e+00
7.398978e+03,3.247592e+03,-2.901818e+00,4.258533e-01,4.197604e-02,-3.134293e+00
7.408206e+03,3.251727e+03,-2.983559e+00,4.262007e-01,4.085550e-02,-3.137235e+00
7.417433e+03,3.255864e+03,-3.051725e+00,4.264579e-01,3.962833e-02,-3.139745e+00
